user,location,tweet,Tweet_punct
Caroline3644540,North Lanarkshire,@realDonaldTrump has officially lost the plot..,realDonaldTrump has officially lost the plot
African56248891,,RT @Dave27735209: @realDonaldTrump i love you your the GREATEST nothing better then having you as my president.. Vote for our greatest pers…,RT Dave realDonaldTrump i love you your the GREATEST nothing better then having you as my president Vote for our greatest pers…
Mikihart415,"Orlando, FL ",RT @scuds57: @realDonaldTrump These are the great Americans that saved the electoral ballots from the terrorists. https://t.co/ujWC3e0HEr,RT scuds realDonaldTrump These are the great Americans that saved the electoral ballots from the terrorists httpstcoujWCeHEr
Michael21918811,,RT @baywaterrentals: @realDonaldTrump We will miss the greatest President in US history. Please stay strong and stay safe. Your the smartes…,RT baywaterrentals realDonaldTrump We will miss the greatest President in US history Please stay strong and stay safe Your the smartes…
bebesitaper04,,"RT @LuigiBarbero: @realDonaldTrump My beloved defender of good, our Lord Jesus Christ is with you, you will overcome and put under your fee…",RT LuigiBarbero realDonaldTrump My beloved defender of good our Lord Jesus Christ is with you you will overcome and put under your fee…
EdwinNabalia,,"@realDonaldTrump should just conside and go home.
All systems are against him https://t.co/HxknUDfZ6M","realDonaldTrump should just conside and go home
All systems are against him httpstcoHxknUDfZM"
HSFZ13,"California, USA",@realDonaldTrump speaking on @OANN now,realDonaldTrump speaking on OANN now
BLWray,"Perryton, Texas",@realDonaldTrump is in #Texas he looks tired to me but I’d put my money on him on his worst day.  Thank you for… https://t.co/MR4Cuzpy4R,realDonaldTrump is in Texas he looks tired to me but I’d put my money on him on his worst day  Thank you for… httpstcoMRCuzpyR
mamagecko99,,RT @1967_CheGuevara: @realDonaldTrump is the most criminal President in American history.,RT CheGuevara realDonaldTrump is the most criminal President in American history
BlackGOPJay,Chicago,@realdonaldtrump thank you for securing us #MAGA🇺🇸🇺🇸🇺🇸,realdonaldtrump thank you for securing us MAGA🇺🇸🇺🇸🇺🇸
tutorsbyteacher,"California, USA","RT @MAGAPatriotXO: @realDonaldTrump Thank you, Mr. President, for fighting for us and our country! You are a true PATRIOT! We love you! 🙏❤🇺🇸",RT MAGAPatriotXO realDonaldTrump Thank you Mr President for fighting for us and our country You are a true PATRIOT We love you 🙏❤🇺🇸
Celia171712,"México, Chihuahua",@realDonaldTrump see it https://t.co/TRxr1HyUqN,realDonaldTrump see it httpstcoTRxrHyUqN
patrick63104015,Your mumsies,"@realDonaldTrump  removed.

#Flatass

#Obama

Cannot compare in legacy.","realDonaldTrump  removed

Flatass

Obama

Cannot compare in legacy"
gon_deedee,"Texas, USA","RT @tomiahonen: @realDonaldTrump Hey Trump Supporters

He played you. We were NEVER the intended target of his scams. YOU WERE

He played Y…","RT tomiahonen realDonaldTrump Hey Trump Supporters

He played you We were NEVER the intended target of his scams YOU WERE

He played Y…"
Bodiend2,"Texas, USA","@realDonaldTrump on @RSBN NOW!
https://t.co/Ui5QK77m6d","realDonaldTrump on RSBN NOW
httpstcoUiQKmd"
CINZIAMERCURI,ITALY,"RT @Noodle_2016UK: @realDonaldTrump #IStandByTrump #TrumpWon 
We see what the Demonrats did &amp; we won’t back down!! https://t.co/sQYHwiCRhd","RT NoodleUK realDonaldTrump IStandByTrump TrumpWon 
We see what the Demonrats did amp we won’t back down httpstcosQYHwiCRhd"
reaISteveBannon,"Washington, DC","@realDonaldTrump America pities you, Donald.  But they FEAR me.",realDonaldTrump America pities you Donald  But they FEAR me
gon_deedee,"Texas, USA",RT @OseKry: @realDonaldTrump No president in American history has ever before spent the end of his time in office trying to discredit our d…,RT OseKry realDonaldTrump No president in American history has ever before spent the end of his time in office trying to discredit our d…
56Leahy,,@realDonaldTrump LMFAO HAHAHA LOSER,realDonaldTrump LMFAO HAHAHA LOSER
MuchasPersonaz,"Houston, TX",@realDonaldTrump Goodbye,realDonaldTrump Goodbye
gon_deedee,"Texas, USA","RT @JoJoFromJerz: @realDonaldTrump Good.
No one wants you there anyway.
Loser.","RT JoJoFromJerz realDonaldTrump Good
No one wants you there anyway
Loser"
KarenBu76714789,,"@realDonaldTrump You will be remembered as a true deplorable loser.
#BYEDON","realDonaldTrump You will be remembered as a true deplorable loser
BYEDON"
rosshiGB,United Kingdom,"@realDonaldTrump is a COWARD &amp; #MikePence is a TURNCOAT 
&amp; Trump supporters are BASKET CASES","realDonaldTrump is a COWARD amp MikePence is a TURNCOAT 
amp Trump supporters are BASKET CASES"
topicalcomedian,"East London, UK, Europe ",RT @topicalcomedian: @realDonaldTrump Election officials have certified Joe Biden as the winner of the US Presidential Election,RT topicalcomedian realDonaldTrump Election officials have certified Joe Biden as the winner of the US Presidential Election
tonefabri,,RT @JDMorgan: @realDonaldTrump FUCK YOU. Seriously. Fuck you for everything. Today? Fuck you for making us have to explain racism to our ch…,RT JDMorgan realDonaldTrump FUCK YOU Seriously Fuck you for everything Today Fuck you for making us have to explain racism to our ch…
KayRicoCoffee,"Hollywood, FL",@realDonaldTrump claims that the impeachment vote is the greatest witch hunt in history. I would say it’s the great… https://t.co/PkCPBzDON1,realDonaldTrump claims that the impeachment vote is the greatest witch hunt in history I would say it’s the great… httpstcoPkCPBzDON
ELSweetbitch,Enveloped by Red in Blue state,RT @Hambo_dev: @realDonaldTrump this you? https://t.co/7iDRFk5knn,RT Hambodev realDonaldTrump this you httpstcoiDRFkknn
virus50030024,,@realDonaldTrump is a fascist,realDonaldTrump is a fascist
gon_deedee,"Texas, USA","RT @LynneKeys3: @realDonaldTrump Yaaay!! Great news, Donny! We'll have a great day without you. 🍾🥂  
You can spend your day searching for y…","RT LynneKeys realDonaldTrump Yaaay Great news Donny Well have a great day without you 🍾🥂  
You can spend your day searching for y…"
degraydd,,@realdonaldtrump what are your thoughts on the new warzone patch,realdonaldtrump what are your thoughts on the new warzone patch
SandraM39924753,"Tucson, AZ","@realDonaldTrump NOT S WITH HUNT, unless you ARE a witch",realDonaldTrump NOT S WITH HUNT unless you ARE a witch
Prosynfo,,RT @Prosynfo: @realDonaldTrump is doing an address there and the whole thing just looks like a travelling circus and a sad one at that. Als…,RT Prosynfo realDonaldTrump is doing an address there and the whole thing just looks like a travelling circus and a sad one at that Als…
AndreWaters20,Pittsburgh,@realDonaldTrump must be arrested for felony murder. His incitement caused the riot of domestic terrorists which killed 5 people.,realDonaldTrump must be arrested for felony murder His incitement caused the riot of domestic terrorists which killed  people
linlin15266548,Sweden,"RT @BrandonBeckham_: @realDonaldTrump @sendavidperdue I'm proud to be an American, where at least I know I'm free.

And, I won't forget the…","RT BrandonBeckham realDonaldTrump sendavidperdue Im proud to be an American where at least I know Im free

And I wont forget the…"
gon_deedee,"Texas, USA",RT @LabyrinthWeaver: @realDonaldTrump Raise your hands if you think @SpeakerPelosi should start the impeachment proceedings now.,RT LabyrinthWeaver realDonaldTrump Raise your hands if you think SpeakerPelosi should start the impeachment proceedings now
gon_deedee,"Texas, USA","RT @itsJeffTiedrich: @realDonaldTrump mister president sir, this Capitol policeman came up to me, really big, a real tough guy. really big,…",RT itsJeffTiedrich realDonaldTrump mister president sir this Capitol policeman came up to me really big a real tough guy really big…
djd666,texas,@realDonaldTrump hello,realDonaldTrump hello
puffdaddyburner,"Vermont, USA","@realdonaldtrump they are trying to silence us, we aren’t so different",realdonaldtrump they are trying to silence us we aren’t so different
Riskylooks,"New York, NY 10029",RT @Riskylooks: @realDonaldTrump - A TRUMP SUPPORTER. https://t.co/ydgxrOye0V,RT Riskylooks realDonaldTrump  A TRUMP SUPPORTER httpstcoydgxrOyeV
Shaybell48,,"RT @BrandonBeckham_: @realDonaldTrump @sendavidperdue I'm proud to be an American, where at least I know I'm free.

And, I won't forget the…","RT BrandonBeckham realDonaldTrump sendavidperdue Im proud to be an American where at least I know Im free

And I wont forget the…"
shandongren,https://rolfoundation.org,"RT @BrandonBeckham_: @realDonaldTrump @sendavidperdue I'm proud to be an American, where at least I know I'm free.

And, I won't forget the…","RT BrandonBeckham realDonaldTrump sendavidperdue Im proud to be an American where at least I know Im free

And I wont forget the…"
CornerStone1894,,"RT @BrandonBeckham_: @realDonaldTrump @sendavidperdue I'm proud to be an American, where at least I know I'm free.

And, I won't forget the…","RT BrandonBeckham realDonaldTrump sendavidperdue Im proud to be an American where at least I know Im free

And I wont forget the…"
UKRichpixie,"Longham, England",@realDonaldTrump Fake president @POTUS @JoeBiden #TrumpMeltdown,realDonaldTrump Fake president POTUS JoeBiden TrumpMeltdown
NDavKer,,"RT @NDavKer: @realDonaldTrump #trumpStillLying  https://t.co/m5zdqX35Bh  ""he tweeted in January 2017. ""I HAVE NOTHING TO DO WITH RUSSIA - N…",RT NDavKer realDonaldTrump trumpStillLying  httpstcomzdqXBh  he tweeted in January  I HAVE NOTHING TO DO WITH RUSSIA  N…
momingjingcha,,"RT @BrandonBeckham_: @realDonaldTrump @sendavidperdue I'm proud to be an American, where at least I know I'm free.

And, I won't forget the…","RT BrandonBeckham realDonaldTrump sendavidperdue Im proud to be an American where at least I know Im free

And I wont forget the…"
gon_deedee,"Texas, USA","RT @JeffreyGuterman: @realDonaldTrump In future, all mentions of name Trump will be removed from public spaces, some of his descendants wil…",RT JeffreyGuterman realDonaldTrump In future all mentions of name Trump will be removed from public spaces some of his descendants wil…
malu76892435,,"RT @TalbertSwan: @realDonaldTrump WATCH: The police let these white supremacist thugs into the Capitol.

Everyone of them should be fired a…","RT TalbertSwan realDonaldTrump WATCH The police let these white supremacist thugs into the Capitol

Everyone of them should be fired a…"
gon_deedee,"Texas, USA","RT @BetteMidler: @realDonaldTrump WHO CARES?  After what you have put us through, we all hope to never clap eyes on you again, you traitoro…",RT BetteMidler realDonaldTrump WHO CARES  After what you have put us through we all hope to never clap eyes on you again you traitoro…
gon_deedee,"Texas, USA",RT @mmpadellan: @realDonaldTrump Nobody wanted or expected your petty ass to show up. But it just shows how hollow your hostage video messa…,RT mmpadellan realDonaldTrump Nobody wanted or expected your petty ass to show up But it just shows how hollow your hostage video messa…
kcblueDEMinKS,"Lakeland, FL","RT @cbjkc5: @realDonaldTrump Just like the virus ""everything is under control"" over 300,000 dead! How much more damage will he allow Putin…",RT cbjkc realDonaldTrump Just like the virus everything is under control over  dead How much more damage will he allow Putin…
DPLArredondo,,@realDonaldTrump built a wall to protect us against a real danger - crime pouring across our southern border unchec… https://t.co/MahTXCzyEL,realDonaldTrump built a wall to protect us against a real danger  crime pouring across our southern border unchec… httpstcoMahTXCzyEL
recoveredRound,zhe/xe/troll/honk/slime/glitch,"RT @fatfeet42: @realDonaldTrump *has a nocitcably large, round belly* Haha... *burp* No idea mister prezzy! *hic*",RT fatfeet realDonaldTrump has a nocitcably large round belly Haha burp No idea mister prezzy hic
1967_CheGuevara,,@realDonaldTrump is not funny ! https://t.co/15mzL3AURM,realDonaldTrump is not funny  httpstcomzLAURM
gon_deedee,"Texas, USA",RT @itsJeffTiedrich: @realDonaldTrump spite-fueled sore loser diaperload crybaby says what,RT itsJeffTiedrich realDonaldTrump spitefueled sore loser diaperload crybaby says what
gaudrymuddog,"Saskatchewan, Canada",@realDonaldTrump hello...,realDonaldTrump hello
gon_deedee,"Texas, USA","RT @murray_nyc: @realDonaldTrump January 20th = Trump's eviction from the White House!

Now that's an event that should be televised.","RT murraynyc realDonaldTrump January th  Trumps eviction from the White House

Now thats an event that should be televised"
gon_deedee,"Texas, USA",RT @murray_nyc: @realDonaldTrump Good. The last person who should be at Biden's Presidential Inauguration ceremony is the man who inspired…,RT murraynyc realDonaldTrump Good The last person who should be at Bidens Presidential Inauguration ceremony is the man who inspired…
wemmyirawolomo,"Ilorin, Nigeria",RT @vinod_d007: @realDonaldTrump Hillary Clinton was right! https://t.co/3p8SlBrFsU,RT vinodd realDonaldTrump Hillary Clinton was right httpstcopSlBrFsU
gon_deedee,"Texas, USA",RT @FrankXMjr: @realDonaldTrump Impeach • Remove • Indict • Incarcerate •Make Trump ineligible to ever hold public office again.,RT FrankXMjr realDonaldTrump Impeach • Remove • Indict • Incarcerate •Make Trump ineligible to ever hold public office again
gon_deedee,"Texas, USA","RT @DrEvdLinde: @realDonaldTrump This headline for the win. The word play (and variations of context, all spot on and well deserved) nails…",RT DrEvdLinde realDonaldTrump This headline for the win The word play and variations of context all spot on and well deserved nails…
thefungii,,RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,RT BionicleArmy realDonaldTrump Were coming Watch out httpstcoioStlMdGZ
Cheesenubs3,,@realDonaldTrump whats good,realDonaldTrump whats good
Molly07751087,,RT @LovesTheLight: @realDonaldTrump has been guiding us to this the entire time.  Nearly everything in this dec0de (thread) has been in my…,RT LovesTheLight realDonaldTrump has been guiding us to this the entire time  Nearly everything in this decde thread has been in my…
kotakoyoshi,,RT @harukazeyohuke: @realDonaldTrump Many japanese people who know the truth behind the election support Mr.President Trump even if japanes…,RT harukazeyohuke realDonaldTrump Many japanese people who know the truth behind the election support MrPresident Trump even if japanes…
PhantomOfTheWH,"Pennsylvania Ave Washington, D.C","RT @DCMichaelH: @realDonaldTrump Dude, you lost by 5 million votes.  You lost the electoral college.  You lost your mind.  You've lost",RT DCMichaelH realDonaldTrump Dude you lost by  million votes  You lost the electoral college  You lost your mind  Youve lost
ITrumpists,,"RT @murray_nyc: @realDonaldTrump Meet the new president of the USA, Joe Biden, who will be sworn into office on January 20, 2021! https://t…",RT murraynyc realDonaldTrump Meet the new president of the USA Joe Biden who will be sworn into office on January   httpst…
VoteBluewave,United States,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
LibelTrump,"New York, NY","@RealDonaldTrump told me that he's not sure what an ""Internet"" is #LibelTrump",RealDonaldTrump told me that hes not sure what an Internet is LibelTrump
chut_p,"Amiens, France","RT @chut_p: @realDonaldTrump Racism is a human creation, not religious. God Iouvadou Iouvahi made us all in his image",RT chutp realDonaldTrump Racism is a human creation not religious God Iouvadou Iouvahi made us all in his image
GangstaNanNan,,@realDonaldTrump the silence is deafening. https://t.co/kjI3agtV73,realDonaldTrump the silence is deafening httpstcokjIagtV
Gvuz1,,"RT @outofcontroljb: @realDonaldTrump ""You do not represent our country,"" he told them the day after the attack, having professed his love f…",RT outofcontroljb realDonaldTrump You do not represent our country he told them the day after the attack having professed his love f…
Gvuz1,,"RT @outofcontroljb: @realDonaldTrump ""I am outraged by the violence, lawlessness and mayhem,"" he said after inciting all the violence, lawl…",RT outofcontroljb realDonaldTrump I am outraged by the violence lawlessness and mayhem he said after inciting all the violence lawl…
ancientmoneytut,,"RT @BBCFRCH: @realDonaldTrump But, Mr. @POTUS, this runs totally contrary to VICE ... no the movie VICE!

Rockefeller's poodle, Dick Cheney…","RT BBCFRCH realDonaldTrump But Mr POTUS this runs totally contrary to VICE  no the movie VICE

Rockefellers poodle Dick Cheney…"
gon_deedee,"Texas, USA","RT @murray_nyc: @realDonaldTrump This is Trump's version of a concession - well done, Donald! He has finally acknowledged in his own warped…",RT murraynyc realDonaldTrump This is Trumps version of a concession  well done Donald He has finally acknowledged in his own warped…
gon_deedee,"Texas, USA",RT @murray_nyc: @realDonaldTrump The next president - @joebiden - will do what Trump could never do: help make America great again.,RT murraynyc realDonaldTrump The next president  joebiden  will do what Trump could never do help make America great again
IsItGreatYetBot,white house basement,@realDonaldTrump @POTUS Is America great again?,realDonaldTrump POTUS Is America great again
brycewithaneye,,"@realDonaldTrump ahhhh what the hell, one last fuck you, Donnie.",realDonaldTrump ahhhh what the hell one last fuck you Donnie
1967_CheGuevara,,@realDonaldTrump is the most criminal President in American history.,realDonaldTrump is the most criminal President in American history
BrianGrNotABot,Like Chickenman I'm everywhere,@realDonaldTrump is as effeminate as they come. https://t.co/DWS9PCoFbs,realDonaldTrump is as effeminate as they come httpstcoDWSPCoFbs
RobinBa23632309,"England, United Kingdom","@realDonaldTrump gets HUMILIATED in a CHURCH!
https://t.co/uOn4WlyPUo","realDonaldTrump gets HUMILIATED in a CHURCH
httpstcouOnWlyPUo"
RobinBa23632309,"England, United Kingdom","@realDonaldTrump @RudyGiuliani Trumps favourite pastor has been taken away by a yellow van 
https://t.co/KJkgr3fMqP","realDonaldTrump RudyGiuliani Trumps favourite pastor has been taken away by a yellow van 
httpstcoKJkgrfMqP"
IwerePm,,"@realDonaldTrump @IvankaTrump @EricTrump 
@JennaEllisEsq @RudyGiuliani @narendramodi @rsprasad @va_shiva @GOP… https://t.co/wzGqdepaF2","realDonaldTrump IvankaTrump EricTrump 
JennaEllisEsq RudyGiuliani narendramodi rsprasad vashiva GOP… httpstcowzGqdepaF"
LeighPlass,,RT @vinod_d007: @realDonaldTrump Hillary Clinton was right! https://t.co/3p8SlBrFsU,RT vinodd realDonaldTrump Hillary Clinton was right httpstcopSlBrFsU
Dawn337Nelson,"Woodstock, GA",RT @wilfredodiazPR: @realDonaldTrump Coming Soon the new Patriot Party WITHOUT TRAITORS AND RINOS!!!!!! https://t.co/uyr8GalIKs,RT wilfredodiazPR realDonaldTrump Coming Soon the new Patriot Party WITHOUT TRAITORS AND RINOS httpstcouyrGalIKs
Dawn337Nelson,"Woodstock, GA",RT @Liusantiesteban: @realDonaldTrump Thank you for your fight for freedom Mr. President! Please open your own social media to eliminate Fa…,RT Liusantiesteban realDonaldTrump Thank you for your fight for freedom Mr President Please open your own social media to eliminate Fa…
Dawn337Nelson,"Woodstock, GA",RT @SexCounseling: @realDonaldTrump The Left have vowed to teach us a lesson and they have already threatened many of us over the past 4 ye…,RT SexCounseling realDonaldTrump The Left have vowed to teach us a lesson and they have already threatened many of us over the past  ye…
Sherjoyfar,"Manchester, NH",@realDonaldTrump u see this?,realDonaldTrump u see this
oludafa,LaS GiDi,"@realDonaldTrump knock Knock, Are you there Donald",realDonaldTrump knock Knock Are you there Donald
MattHopkinsUK,,@realDonaldTrump is in Alamo....... Make of that what u will. 😆,realDonaldTrump is in Alamo Make of that what u will 😆
KimberlyReithe1,,"RT @annstarrm: @realDonaldTrump WE HAVENT HAD A PRESIDENT FOR FOUR YRS
SO RELIEVED JOE WILL BECOME OURS JAN 20, 21 https://t.co/nTOAIKj2Yc","RT annstarrm realDonaldTrump WE HAVENT HAD A PRESIDENT FOR FOUR YRS
SO RELIEVED JOE WILL BECOME OURS JAN   httpstconTOAIKjYc"
reaISteveBannon,"Washington, DC",@realDonaldTrump You should hear what Paul Ryan and I say behind your back…,realDonaldTrump You should hear what Paul Ryan and I say behind your back…
ernstrosslyn,America,"@realDonaldTrump Please don't go to the Mexican border...
Your sis n law","realDonaldTrump Please dont go to the Mexican border
Your sis n law"
LibelTrump,"New York, NY",@RealDonaldTrump gets mad at his staff when they make him shake a veteran's hand @CBSNews,RealDonaldTrump gets mad at his staff when they make him shake a veterans hand CBSNews
louiskissbot,no petnames ,@realDonaldTrump how does it feel to still be suspended https://t.co/g4lOtMv1aS,realDonaldTrump how does it feel to still be suspended httpstcoglOtMvaS
_Cereza3,"New Jersey, USA",RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,RT BionicleArmy realDonaldTrump Were coming Watch out httpstcoioStlMdGZ
SmashMediaMiami,,@realdonaldtrump @EricTrump @DonaldJTrumpJr @IvankaTrump @GOP  @SenateGOP @HouseGOP @GOPLeader @SenJohnKennedy… https://t.co/6IAYklzJvk,realdonaldtrump EricTrump DonaldJTrumpJr IvankaTrump GOP  SenateGOP HouseGOP GOPLeader SenJohnKennedy… httpstcoIAYklzJvk
kingright4u,"Texas, 🇺🇸","@realDonaldTrump 
@DonaldJTrumpJr 
@EricTrump 
@FLOTUS 
@IvankaTrump 
When the going gets tuff
You QUIT an GIVE UP… https://t.co/HTA0NBbzAF","realDonaldTrump 
DonaldJTrumpJr 
EricTrump 
FLOTUS 
IvankaTrump 
When the going gets tuff
You QUIT an GIVE UP… httpstcoHTANBbzAF"
beemeander,Seattle,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
ATewungwa,Uganda,"RT @TalbertSwan: @realDonaldTrump If these were Black lives matter protesters, you’d be threatening to have them shot, to sic vicious dogs…",RT TalbertSwan realDonaldTrump If these were Black lives matter protesters you’d be threatening to have them shot to sic vicious dogs…
AntonioMengod,,"RT @someknew: @realDonaldTrump Never forget, a very intelligent woman warned us.  @HillaryClinton: ""Every time Donald thinks things are not…",RT someknew realDonaldTrump Never forget a very intelligent woman warned us  HillaryClinton Every time Donald thinks things are not…
Kyle93364309,,"RT @AdrianWapcapIet: @realDonaldTrump Congrats on singlehandedly losing the presidency, the House, AND the Senate, homeslice. #ETTD",RT AdrianWapcapIet realDonaldTrump Congrats on singlehandedly losing the presidency the House AND the Senate homeslice ETTD
kingright4u,"Texas, 🇺🇸","@realDonaldTrump 
@DonaldJTrumpJr 
@EricTrump 
@FLOTUS 
@IvankaTrump 
So when the going gets tough We QUIT an GIVE… https://t.co/OSHIseDdMK","realDonaldTrump 
DonaldJTrumpJr 
EricTrump 
FLOTUS 
IvankaTrump 
So when the going gets tough We QUIT an GIVE… httpstcoOSHIseDdMK"
johnbarron2001,turn on post notifs,@realdonaldtrump didn’t deserve this. he is just trying to help the american people!,realdonaldtrump didn’t deserve this he is just trying to help the american people
AntonioMengod,,"RT @simonhedlin: @realDonaldTrump .@HillaryClinton: ""Every time Donald thinks things are not going in his direction, he claims whatever it…",RT simonhedlin realDonaldTrump HillaryClinton Every time Donald thinks things are not going in his direction he claims whatever it…
DerekMetcalf11,,RT @AbundantCom: @realDonaldTrump Good morning President Trump. It is Great honor to be able to speak to you. I am 100%behind you regarding…,RT AbundantCom realDonaldTrump Good morning President Trump It is Great honor to be able to speak to you I am behind you regarding…
keithjones1969,,@realDonaldTrump The hypocrisy of the Trump thuggery can be epitomized by a seditious rioter beating a police offic… https://t.co/zykJ29P05k,realDonaldTrump The hypocrisy of the Trump thuggery can be epitomized by a seditious rioter beating a police offic… httpstcozykJPk
lIshaghayeghlI,#فلق_آباد,RT @KhanipourRamtin: @realDonaldTrump followed through with all the promises he made prior to 2016 election &amp; that is very rare to see in t…,RT KhanipourRamtin realDonaldTrump followed through with all the promises he made prior to  election amp that is very rare to see in t…
TenTinyTweets,,"RT @TalbertSwan: @realDonaldTrump You never called...

Kyle Rittenhouse 
Stephen Paddock
Patrick Crusius

...animals for murdering a combin…","RT TalbertSwan realDonaldTrump You never called

Kyle Rittenhouse 
Stephen Paddock
Patrick Crusius

animals for murdering a combin…"
WeepingNaiad,,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
tomasin29692798,,"RT @BrittneyWakes: @realDonaldTrump Keep posting these ridiculous videos. It’s not going to change the fact that:

✔️You still lost lost th…","RT BrittneyWakes realDonaldTrump Keep posting these ridiculous videos It’s not going to change the fact that

✔️You still lost lost th…"
NotActuallyCleo,,@realDonaldTrump how are you,realDonaldTrump how are you
TheresaBravo8,,RT @uflo5: @realDonaldTrump Happy Fuck trump DAY folks 👍 🐿️ 🐹 😎 https://t.co/Gq8A7gLVJv,RT uflo realDonaldTrump Happy Fuck trump DAY folks 👍 🐿️ 🐹 😎 httpstcoGqAgLVJv
mhill00068082,"Oregon, USA","RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
UrsulaCuffee,,"RT @TalbertSwan: @realDonaldTrump You’re a sick, demented, cult leader and a piece of white supremacist trash.",RT TalbertSwan realDonaldTrump You’re a sick demented cult leader and a piece of white supremacist trash
AprilMu63526131,,RT @AynRiedel98: @realDonaldTrump Thanks for awakening all of us! The movement lives on! https://t.co/D6xXpqSiht,RT AynRiedel realDonaldTrump Thanks for awakening all of us The movement lives on httpstcoDxXpqSiht
AntonioMengod,,"RT @simonhedlin: @realDonaldTrump Hillary Clinton: ""Every time Donald thinks things are not going in his direction, he claims whatever it i…",RT simonhedlin realDonaldTrump Hillary Clinton Every time Donald thinks things are not going in his direction he claims whatever it i…
ilovelife6777,"Panama City Beach, FL",RT @BBfortrump: @realDonaldTrump @JovanHPulitzer Thank you Mr. President!! We have your back just like you have had ours. #WethePeopleStand…,RT BBfortrump realDonaldTrump JovanHPulitzer Thank you Mr President We have your back just like you have had ours WethePeopleStand…
uflo5,ici ,RT @uflo5: @realDonaldTrump Happy Fuck trump DAY folks 👍 🐿️ 🐹 😎 https://t.co/Gq8A7gLVJv,RT uflo realDonaldTrump Happy Fuck trump DAY folks 👍 🐿️ 🐹 😎 httpstcoGqAgLVJv
JamesHowell351,"Indiana, USA","@realDonaldTrump Isn't it illegal for Big Tech to destroy/delete a sitting President's, ""Presidential Records?""

https://t.co/mHl5xYfdMd","realDonaldTrump Isnt it illegal for Big Tech to destroydelete a sitting Presidents Presidential Records

httpstcomHlxYfdMd"
CarlosL47309691,,@realDonaldTrump Mr Trump please write me: solarcus@yahoo.com. I KNOW that my services offered to you selflessly wi… https://t.co/9L8iv6mdIC,realDonaldTrump Mr Trump please write me solarcusyahoocom I KNOW that my services offered to you selflessly wi… httpstcoLivmdIC
wernerkeil,Europe,RT @JotM: @realDonaldTrump Thank you for making everyone *not* living in the US feel a little better about wherever they are living! Just w…,RT JotM realDonaldTrump Thank you for making everyone not living in the US feel a little better about wherever they are living Just w…
1debbur,,"RT @TalbertSwan: @realDonaldTrump You’re a sick, demented, cult leader and a piece of white supremacist trash.",RT TalbertSwan realDonaldTrump You’re a sick demented cult leader and a piece of white supremacist trash
ResistorInChief,"Spring, TX","@realDonaldTrump, who maintained for over 2 months that the election was stolen from him, to the point of a #siege… https://t.co/L27UQRdocP",realDonaldTrump who maintained for over  months that the election was stolen from him to the point of a siege… httpstcoLUQRdocP
EzeffJames,,"RT @TalbertSwan: @realDonaldTrump Let’s be clear, these are not PROTESTERS. They are not PATRIOTS. They are thugs, seditionists, hoodlums,…",RT TalbertSwan realDonaldTrump Let’s be clear these are not PROTESTERS They are not PATRIOTS They are thugs seditionists hoodlums…
EzeffJames,,"RT @TalbertSwan: @realDonaldTrump If these were Black lives matter protesters, you’d be threatening to have them shot, to sic vicious dogs…",RT TalbertSwan realDonaldTrump If these were Black lives matter protesters you’d be threatening to have them shot to sic vicious dogs…
TrishQuintenz,,RT @Jamie_S_Kennedy: @realDonaldTrump tried to tweet from @potus account but Twitter has now deleted his comments. @cbs46 https://t.co/E792…,RT JamieSKennedy realDonaldTrump tried to tweet from potus account but Twitter has now deleted his comments cbs httpstcoE…
EzeffJames,,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
Brandonscott84,,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
EzeffJames,,"RT @TalbertSwan: @realDonaldTrump You’re a sick, demented, cult leader and a piece of white supremacist trash.",RT TalbertSwan realDonaldTrump You’re a sick demented cult leader and a piece of white supremacist trash
thantheman001,"Tennessee, USA",@realdonaldtrump Is the best president of my lifetime. Dont @ me.,realdonaldtrump Is the best president of my lifetime Dont  me
